Артикул;Название;Цвет;Категория;Описание;Состав;Размер;Коллекция;Группа;Тема
0790/54/21;Платье “Урсула”;бежевое с коричневой вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/42/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/44/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/46/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/48/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/50/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/52/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/54/325;Платье “Урсула”;малиновое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/42/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/44/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/46/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/48/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/50/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/52/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/54/394;Платье “Урсула”;бежевое с синей вышивкой;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/42/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/44/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/46/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/48/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/50/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/52/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0790/54/403;Платье “Урсула”;коричневое;Одежда/Платья;Прекрасное льняное летнее платье в романтическом стиле с вышивкой по переду, прямого силуэта. Цвет вышивки и отделочных деталей планки и беек контрастный к основному цвету платья. Конструктивные особенности платья – заниженная линия талии и юбка выкроена по косой. Длина изделия в готовом виде 130 см.;100% лён;;Лето 2017;Вышитая одежда;Симфония цветов,Торжественное событие
0799/42/1199;Платье “Актуаль”;жёлтое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/44/1199;Платье “Актуаль”;жёлтое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/46/1199;Платье “Актуаль”;жёлтое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/48/1199;Платье “Актуаль”;жёлтое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/42/474;Платье “Актуаль”;синее;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/44/474;Платье “Актуаль”;синее;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/46/474;Платье “Актуаль”;синее;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/48/474;Платье “Актуаль”;синее;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/42/690;Платье “Актуаль”;терракотовое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/44/690;Платье “Актуаль”;терракотовое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/46/690;Платье “Актуаль”;терракотовое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/48/690;Платье “Актуаль”;терракотовое;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/42/8;Платье “Актуаль”;хакки;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/44/8;Платье “Актуаль”;хакки;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/46/8;Платье “Актуаль”;хакки;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0799/48/8;Платье “Актуаль”;хакки;Одежда/Платья;Современное, длинное платье, без рукавов, с круглой горловиной и застежкой на полочках на петли и пуговицы. Юбка платья пришита накладным швом к верхней части и имеет декоративный пояс из льняных нитей. В боковых швах расположены внутренние карманы. Длина платья 132 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/42/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/44/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/46/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/48/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/50/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/52/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/54/1283;Платье “Айоланта”;бордовое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/42/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/44/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/46/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/48/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/50/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/52/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/54/1381;Платье “Айоланта”;сине-серое;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/42/393;Платье “Айоланта”;зелёное;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/44/393;Платье “Айоланта”;зелёное;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/46/393;Платье “Айоланта”;зелёное;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
0802/48/393;Платье “Айоланта”;зелёное;Одежда/Платья;Современное офисное платье с длинным рукавом реглан. Горловина круглая, по переду расположена планка, которая частично отделана контрастной лентой. Планка застегивается на петли и пуговицы. Также контрастная лента расположена по обтачці горловины спинки и патам рукавов. В рельефных швах находятся внутренние карманы отстрочені отделочной лентой. Силуэт – полу прилегающий. Стиль платья – спортивный. Длина платья 123 см. Длина рукава реглан 63 см.;100% лён;;Лето 2017;Поэма про бохо,Уикенд;
